Year,Category,File Type,Filename,Relative Path,Official URL,File Size
2023,Ejecución_de_Gastos,json,ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2023-4°TRI.json,2023/Ejecución_de_Gastos/json/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2023-4°TRI.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2023-4°TRI.pdf,148
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2023-4°TRI.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2023-4°TRI.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2023-4°TRI.pdf,15749
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-3°TRIMESTRE.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-3°TRIMESTRE.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-3°TRIMESTRE.pdf,15563
2023,Ejecución_de_Recursos,markdown,EJECUCION-PRESUPUESTARIA-DE-RECURSOS.md,2023/Ejecución_de_Recursos/markdown/EJECUCION-PRESUPUESTARIA-DE-RECURSOS.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/EJECUCION-PRESUPUESTARIA-DE-RECURSOS.pdf,41510
2023,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-2.md,2023/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-2.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-2.pdf,39180
2023,Ejecución_de_Recursos,json,ESTADO-DE-EJECUCION-DE-RECURSOS-2023-4°TRI.json,2023/Ejecución_de_Recursos/json/ESTADO-DE-EJECUCION-DE-RECURSOS-2023-4°TRI.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-2023-4°TRI.pdf,128
2023,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-2023-4°TRI.md,2023/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-2023-4°TRI.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-2023-4°TRI.pdf,29842
2023,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-3°TRIMESTRE.md,2023/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-3°TRIMESTRE.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-3°TRIMESTRE.pdf,27824
2023,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2.md,2023/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2.pdf,9156
2023,Ejecución_de_Recursos,json,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2023-4°TRI.json,2023/Ejecución_de_Recursos/json/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2023-4°TRI.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2023-4°TRI.pdf,151
2023,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2023-4°TRI.md,2023/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2023-4°TRI.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2023-4°TRI.pdf,9440
2023,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.md,2023/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.pdf,8024
2023,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2.md,2023/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2.pdf,4965
2023,Ejecución_de_Recursos,json,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2023-4°TRI.json,2023/Ejecución_de_Recursos/json/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2023-4°TRI.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2023-4°TRI.pdf,144
2023,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2023-4°TRI.md,2023/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2023-4°TRI.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2023-4°TRI.pdf,4906
2023,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRIMESTRE.md,2023/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRIMESTRE.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRIMESTRE.pdf,4713
2023,Estados_Financieros,markdown,SITUACION-ECONOMICA-FINANCIERA-2.md,2023/Estados_Financieros/markdown/SITUACION-ECONOMICA-FINANCIERA-2.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/SITUACION-ECONOMICA-FINANCIERA-2.pdf,14250
2023,Estados_Financieros,markdown,SITUACION-ECONOMICA-FINANCIERA-4°TRIMESTRE.md,2023/Estados_Financieros/markdown/SITUACION-ECONOMICA-FINANCIERA-4°TRIMESTRE.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/SITUACION-ECONOMICA-FINANCIERA-4°TRIMESTRE.pdf,13821
2023,Recursos_Humanos,json,SUELDOS-ENERO-2023.json,2023/Recursos_Humanos/json/SUELDOS-ENERO-2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/SUELDOS-ENERO-2023.pdf,103
2023,Recursos_Humanos,markdown,SUELDOS-ENERO-2023.md,2023/Recursos_Humanos/markdown/SUELDOS-ENERO-2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/SUELDOS-ENERO-2023.pdf,5981
2023,Recursos_Humanos,json,SUELDOS-JULIO-2023.json,2023/Recursos_Humanos/json/SUELDOS-JULIO-2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/SUELDOS-JULIO-2023.pdf,103
2023,Recursos_Humanos,markdown,SUELDOS-JULIO-2023.md,2023/Recursos_Humanos/markdown/SUELDOS-JULIO-2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/SUELDOS-JULIO-2023.pdf,5949
2023,Recursos_Humanos,json,SUELDOS-JUNIO-2023.json,2023/Recursos_Humanos/json/SUELDOS-JUNIO-2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/SUELDOS-JUNIO-2023.pdf,103
2023,Recursos_Humanos,markdown,SUELDOS-JUNIO-2023.md,2023/Recursos_Humanos/markdown/SUELDOS-JUNIO-2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/SUELDOS-JUNIO-2023.pdf,5956
2023,Recursos_Humanos,json,SUELDOS-MARZO-2023.json,2023/Recursos_Humanos/json/SUELDOS-MARZO-2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/SUELDOS-MARZO-2023.pdf,103
2023,Recursos_Humanos,markdown,SUELDOS-MARZO-2023.md,2023/Recursos_Humanos/markdown/SUELDOS-MARZO-2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/SUELDOS-MARZO-2023.pdf,5974
2023,Recursos_Humanos,json,SUELDOS-MAYO-2023.json,2023/Recursos_Humanos/json/SUELDOS-MAYO-2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/SUELDOS-MAYO-2023.pdf,102
2023,Recursos_Humanos,markdown,SUELDOS-MAYO-2023.md,2023/Recursos_Humanos/markdown/SUELDOS-MAYO-2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/SUELDOS-MAYO-2023.pdf,5964
2023,Recursos_Humanos,json,SUELDOS-SEPTIEMBRE-2023.json,2023/Recursos_Humanos/json/SUELDOS-SEPTIEMBRE-2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/SUELDOS-SEPTIEMBRE-2023.pdf,108
2023,Recursos_Humanos,markdown,SUELDOS-SEPTIEMBRE-2023.md,2023/Recursos_Humanos/markdown/SUELDOS-SEPTIEMBRE-2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/SUELDOS-SEPTIEMBRE-2023.pdf,5892
2023,Salud_Pública,markdown,CAIF-3.md,2023/Salud_Pública/markdown/CAIF-3.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/CAIF-3.pdf,6148
2023,Salud_Pública,markdown,CAIF-3°TRIMESTRE.md,2023/Salud_Pública/markdown/CAIF-3°TRIMESTRE.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/CAIF-3°TRIMESTRE.pdf,6196
2023,Salud_Pública,json,CAIF.json,2023/Salud_Pública/json/CAIF.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/CAIF.pdf,89
2023,Salud_Pública,markdown,CAIF.md,2023/Salud_Pública/markdown/CAIF.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/CAIF.pdf,6180
2024,Declaraciones_Patrimoniales,json,DDJJ-2024.json,2024/Declaraciones_Patrimoniales/json/DDJJ-2024.json,http://carmendeareco.gob.ar/wp-content/uploads/2024/DDJJ-2024.pdf,94
2024,Documentos_Generales,markdown,03.01-STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-Planilla-Modelo-30-6-2024.md,2024/Documentos_Generales/markdown/03.01-STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-Planilla-Modelo-30-6-2024.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/03.01-STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-Planilla-Modelo-30-6-2024.pdf,31855
2024,Documentos_Generales,markdown,03.01-STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-Planilla-Modelo-30-9-2024.md,2024/Documentos_Generales/markdown/03.01-STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-Planilla-Modelo-30-9-2024.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/03.01-STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-Planilla-Modelo-30-9-2024.pdf,32331
2024,Documentos_Generales,markdown,CONSULTA-IMPOSITIVA-VIGENTE-.md,2024/Documentos_Generales/markdown/CONSULTA-IMPOSITIVA-VIGENTE-.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/CONSULTA-IMPOSITIVA-VIGENTE-.pdf,834675
2024,Documentos_Generales,markdown,Cuenta-Ahorro-Inversion-Financiamiento-3er-Trimestre.md,2024/Documentos_Generales/markdown/Cuenta-Ahorro-Inversion-Financiamiento-3er-Trimestre.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Cuenta-Ahorro-Inversion-Financiamiento-3er-Trimestre.pdf,6148
2024,Documentos_Generales,markdown,Cuenta-Ahorro-Inversion-Financiamiento-4to-Trimestre.md,2024/Documentos_Generales/markdown/Cuenta-Ahorro-Inversion-Financiamiento-4to-Trimestre.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Cuenta-Ahorro-Inversion-Financiamiento-4to-Trimestre.pdf,5870
2024,Documentos_Generales,markdown,Cuenta-Ahorro-Inversion-Financiamiento-Marzo.md,2024/Documentos_Generales/markdown/Cuenta-Ahorro-Inversion-Financiamiento-Marzo.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Cuenta-Ahorro-Inversion-Financiamiento-Marzo.pdf,6090
2024,Documentos_Generales,json,Disposición 62_2024.json,2024/Documentos_Generales/json/Disposición 62_2024.json,http://carmendeareco.gob.ar/wp-content/uploads/2024/Disposición 62_2024.pdf,105
2024,Documentos_Generales,markdown,Disposición 62_2024.md,2024/Documentos_Generales/markdown/Disposición 62_2024.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Disposición 62_2024.pdf,14433
2024,Documentos_Generales,markdown,MODULO-FISCAL.md,2024/Documentos_Generales/markdown/MODULO-FISCAL.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/MODULO-FISCAL.pdf,14056
2024,Documentos_Generales,markdown,ORDENANZA-IMPOSITIVA-3202-24.md,2024/Documentos_Generales/markdown/ORDENANZA-IMPOSITIVA-3202-24.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/ORDENANZA-IMPOSITIVA-3202-24.pdf,3550
2024,Documentos_Generales,json,Resolución 2623_2024.json,2024/Documentos_Generales/json/Resolución 2623_2024.json,http://carmendeareco.gob.ar/wp-content/uploads/2024/Resolución 2623_2024.pdf,106
2024,Documentos_Generales,markdown,Resolución 2623_2024.md,2024/Documentos_Generales/markdown/Resolución 2623_2024.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Resolución 2623_2024.pdf,11368
2024,Documentos_Generales,json,Resolución 466_2024.json,2024/Documentos_Generales/json/Resolución 466_2024.json,http://carmendeareco.gob.ar/wp-content/uploads/2024/Resolución 466_2024.pdf,105
2024,Documentos_Generales,markdown,Resolución 466_2024.md,2024/Documentos_Generales/markdown/Resolución 466_2024.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Resolución 466_2024.pdf,6358
2024,Documentos_Generales,json,Resolución 539_2024.json,2024/Documentos_Generales/json/Resolución 539_2024.json,http://carmendeareco.gob.ar/wp-content/uploads/2024/Resolución 539_2024.pdf,105
2024,Documentos_Generales,markdown,Resolución 539_2024.md,2024/Documentos_Generales/markdown/Resolución 539_2024.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Resolución 539_2024.pdf,11323
2024,Documentos_Generales,json,Resolución 867_2024.json,2024/Documentos_Generales/json/Resolución 867_2024.json,http://carmendeareco.gob.ar/wp-content/uploads/2024/Resolución 867_2024.pdf,105
2024,Documentos_Generales,markdown,Resolución 867_2024.md,2024/Documentos_Generales/markdown/Resolución 867_2024.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Resolución 867_2024.pdf,10883
2024,Documentos_Generales,markdown,STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-AL-31-12-2024.md,2024/Documentos_Generales/markdown/STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-AL-31-12-2024.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-AL-31-12-2024.pdf,32295
2024,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Disposición 62_2024 de la Dirección Provincial de Apoyo y Coordinación Técnico Administrativa del Ministerio de Transporte.json,2024/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Disposición 62_2024 de la Dirección Provincial de Apoyo y Coordinación Técnico Administrativa del Ministerio de Transporte.json,http://carmendeareco.gob.ar/wp-content/uploads/2024/Sistema de Información Normativa y Documental Malvinas Argentinas - Disposición 62_2024 de la Dirección Provincial de Apoyo y Coordinación Técnico Administrativa del Ministerio de Transporte.pdf,280
2024,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Disposición 62_2024 de la Dirección Provincial de Apoyo y Coordinación Técnico Administrativa del Ministerio de Transporte.md,2024/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Disposición 62_2024 de la Dirección Provincial de Apoyo y Coordinación Técnico Administrativa del Ministerio de Transporte.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Sistema de Información Normativa y Documental Malvinas Argentinas - Disposición 62_2024 de la Dirección Provincial de Apoyo y Coordinación Técnico Administrativa del Ministerio de Transporte.pdf,5479
2024,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 2623_2024 del Administración General del Instituto de la Vivienda.json,2024/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 2623_2024 del Administración General del Instituto de la Vivienda.json,http://carmendeareco.gob.ar/wp-content/uploads/2024/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 2623_2024 del Administración General del Instituto de la Vivienda.pdf,232
2024,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 2623_2024 del Administración General del Instituto de la Vivienda.md,2024/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 2623_2024 del Administración General del Instituto de la Vivienda.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 2623_2024 del Administración General del Instituto de la Vivienda.pdf,5346
2024,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 466_2024 del Ministerio de Justicia y Derechos Humanos.json,2024/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 466_2024 del Ministerio de Justicia y Derechos Humanos.json,http://carmendeareco.gob.ar/wp-content/uploads/2024/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 466_2024 del Ministerio de Justicia y Derechos Humanos.pdf,220
2024,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 466_2024 del Ministerio de Justicia y Derechos Humanos.md,2024/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 466_2024 del Ministerio de Justicia y Derechos Humanos.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 466_2024 del Ministerio de Justicia y Derechos Humanos.pdf,5184
2024,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 539_2024 del Ministerio de Infraestructura y Servicios Públicos.json,2024/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 539_2024 del Ministerio de Infraestructura y Servicios Públicos.json,http://carmendeareco.gob.ar/wp-content/uploads/2024/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 539_2024 del Ministerio de Infraestructura y Servicios Públicos.pdf,230
2024,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 539_2024 del Ministerio de Infraestructura y Servicios Públicos.md,2024/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 539_2024 del Ministerio de Infraestructura y Servicios Públicos.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 539_2024 del Ministerio de Infraestructura y Servicios Públicos.pdf,5452
2024,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 867_2024 del Administración General del Instituto de la Vivienda.json,2024/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 867_2024 del Administración General del Instituto de la Vivienda.json,http://carmendeareco.gob.ar/wp-content/uploads/2024/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 867_2024 del Administración General del Instituto de la Vivienda.pdf,231
2024,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 867_2024 del Administración General del Instituto de la Vivienda.md,2024/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 867_2024 del Administración General del Instituto de la Vivienda.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 867_2024 del Administración General del Instituto de la Vivienda.pdf,5525
2024,Documentos_Generales,markdown,Situacion-Economico-Financiera-3er-Trimestre.md,2024/Documentos_Generales/markdown/Situacion-Economico-Financiera-3er-Trimestre.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Situacion-Economico-Financiera-3er-Trimestre.pdf,13265
2024,Documentos_Generales,markdown,Situacion-Economico-Financiera-Junio.md,2024/Documentos_Generales/markdown/Situacion-Economico-Financiera-Junio.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Situacion-Economico-Financiera-Junio.pdf,12855
2024,Documentos_Generales,markdown,Situacion-Economico-Financiera-Marzo.md,2024/Documentos_Generales/markdown/Situacion-Economico-Financiera-Marzo.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Situacion-Economico-Financiera-Marzo.pdf,12776
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-3er-Trimestres.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-3er-Trimestres.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-3er-Trimestres.pdf,814723
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-4to-Trimestres.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-4to-Trimestres.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-4to-Trimestres.pdf,848076
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-Junio.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-Junio.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-Junio.pdf,758080
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-Marzo.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-Marzo.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-Marzo.pdf,674450
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-3er-Trimestre.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-3er-Trimestre.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-3er-Trimestre.pdf,12571
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-4to-Trimestre.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-4to-Trimestre.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-4to-Trimestre.pdf,12291
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-Junio.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-Junio.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-Junio.pdf,12422
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-Marzo.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-Marzo.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-Marzo.pdf,12160
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-3er-Trimestres.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-3er-Trimestres.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-3er-Trimestres.pdf,20646
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-4to-Trimestre.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-4to-Trimestre.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-4to-Trimestre.pdf,20976
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-Junio.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-Junio.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-Junio.pdf,20212
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-Marzo.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-Marzo.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-Marzo.pdf,19276
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-3er-Trimestres.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-3er-Trimestres.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-3er-Trimestres.pdf,9847
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-4toTrimestres.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-4toTrimestres.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-4toTrimestres.pdf,9626
2024,Ejecución_de_Gastos,markdown,Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-Junio.md,2024/Ejecución_de_Gastos/markdown/Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-Junio.md,http://carmendeareco.gob.ar/wp-content/uploads/2024/Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-Junio.pdf,9786
